100; 0; 0; 15625000; 0; 15625000; 0
110; 0; 15625000; 15625000; 0; 15625000; 0
120; 0; 0; 15625000; 0; 0; 0
130; 0; 0; 15625000; 0; 0; 0
140; 0; 0; 0; 15625000; 0; 0
150; 0; 0; 0; 15625000; 0; 0
160; 0; 0; 15625000; 0; 0; 0
170; 0; 15625000; 31250000; 15625000; 15625000; 0
180; 0; 31250000; 15625000; 0; 0; 15625000
190; 0; 0; 15625000; 15625000; 0; 0
